Hero,Anti-Mage,Axe,Bane,Bloodseeker,Crystal Maiden,Drow Ranger,Earthshaker,Juggernaut,Mirana,Morphling,Shadow Fiend,Phantom Lancer,Puck,Pudge,Razor,Sand King,Storm Spirit,Sven,Tiny,Vengeful Spirit,Windranger,Zeus,Kunkka,Lina,Lion,Shadow Shaman,Slardar,Tidehunter,Witch Doctor,Lich,Riki,Enigma,Tinker,Sniper,Necrophos,Warlock,Beastmaster,Queen of Pain,Venomancer,Faceless Void,Wraith King,Death Prophet,Phantom Assassin,Pugna,Templar Assassin,Viper,Luna,Dragon Knight,Dazzle,Clockwerk,Leshrac,Nature's Prophet,Lifestealer,Dark Seer,Clinkz,Omniknight,Enchantress,Huskar,Night Stalker,Broodmother,Bounty Hunter,Weaver,Jakiro,Batrider,Chen,Spectre,Ancient Apparition,Doom,Ursa,Spirit Breaker,Gyrocopter,Alchemist,Invoker,Silencer,Outworld Destroyer,Lycan,Brewmaster,Shadow Demon,Lone Druid,Chaos Knight,Meepo,Treant Protector,Ogre Magi,Undying,Rubick,Disruptor,Nyx Assassin,Naga Siren,Keeper of the Light,Io,Visage,Slark,Medusa,Troll Warlord,Centaur Warrunner,Magnus,Timbersaw,Bristleback,Tusk,Skywrath Mage,Abaddon,Elder Titan,Legion Commander,Techies,Ember Spirit,Earth Spirit,Underlord,Terrorblade,Phoenix,Oracle,Winter Wyvern,Arc Warden,Monkey King,Dark Willow,Pangolier,Grimstroke,Hoodwink,Void Spirit,Snapfire,Mars,Ringmaster,Dawnbreaker,Marci,Primal Beast,Muerta,Kez
Tidehunter,0.51397604,0.9449516,0.4388103,0.48798904,0.37726903,0.41700363,0.66065556,0.4148656,0.33024478,0.42276338,0.40924245,0.43176118,0.5605206,0.5721989,0.57091767,0.8160751,0.5550807,0.3915103,0.49830166,0.51563233,0.4803571,0.4028794,0.7751118,0.41374356,0.33229852,0.35077867,0.8847157,1.0000001,0.44398692,0.31226704,0.52046734,0.80359596,0.41237625,0.36567357,0.636948,0.37116295,0.9274917,0.5929069,0.6416491,0.48966402,0.68731487,0.637396,0.43311104,0.3842608,0.4608172,0.6938904,0.3516058,0.65192556,0.5614504,0.45667094,0.4868312,0.45107606,0.43390012,0.8748503,0.4402164,0.60960174,0.38393068,0.6817738,0.9317104,0.71472925,0.6313938,0.3668491,0.43593886,0.39877942,0.40719727,0.43964723,0.35025683,0.9042654,0.4266258,0.7175742,0.33099446,0.47397724,0.5421876,0.42194885,0.62572753,0.88289577,0.9489224,0.3016251,0.6348227,0.5712599,0.5508509,0.36468545,0.54079217,0.587057,0.3558519,0.3900871,0.5144269,0.24246083,0.45959932,0.4823455,0.7635253,0.36746448,0.45190156,0.4492705,0.95040643,0.8930357,0.7981962,0.8274762,0.43831033,0.2695988,0.6141621,0.5938861,0.8684488,0.3476938,0.6093186,0.53079855,0.9473212,0.4294167,0.38365835,0.4402863,0.5250844,0.5255082,0.46386462,0.31520066,0.6948739,0.3668948,0.31532928,0.59036356,0.33222458,0.94654304,0.24243823,0.90453684,0.46494752,0.79371816,0.15008372,0.5920816
Witch Doctor,0.4405651,0.49388295,0.8741367,0.3423883,0.766521,0.43252346,0.65958774,0.4121528,0.7310697,0.31129214,0.5215839,0.32410535,0.42737365,0.72925675,0.4585319,0.48541042,0.4844282,0.4342245,0.5805675,0.9000465,0.63243073,0.68967533,0.40451685,0.5181311,0.81947637,0.77783364,0.54209375,0.44398692,1.0,0.86192,0.5178886,0.49686098,0.66398215,0.5998352,0.5868806,0.8180371,0.30621576,0.5887003,0.8778403,0.28749338,0.38390496,0.5457412,0.40969595,0.7725611,0.36952874,0.60648066,0.31933653,0.440492,0.70511466,0.6671354,0.6400185,0.62549704,0.33254972,0.44907692,0.6702599,0.5732124,0.7515393,0.5365429,0.47309092,0.37538165,0.657046,0.57959974,0.86241406,0.59584415,0.7257308,0.27614996,0.74028164,0.36268097,0.33504012,0.61769426,0.60270166,0.38241407,0.6438909,0.8046945,0.6370259,0.37922767,0.34695736,0.7099006,0.4475549,0.34543282,0.40124357,0.6160327,0.82079095,0.7498287,0.75356704,0.8272872,0.7997508,0.20904128,0.50193393,0.7213019,0.5306258,0.394656,0.39147764,0.4108641,0.37741724,0.52251923,0.3735533,0.3665452,0.52117866,0.78107643,0.63109505,0.7093709,0.49355125,0.7580532,0.5593016,0.57159364,0.4019581,0.2817765,0.7907407,0.85962504,0.8962237,0.6071447,0.45616418,0.77888817,0.37846732,0.8004822,0.74337506,0.51472116,0.7116971,0.49719158,0.6503462,0.5264943,0.6307515,0.40555966,0.45706272,0.61193174
Lich,0.24808352,0.38642335,0.8277487,0.19621706,0.8889928,0.27269152,0.46486714,0.24905336,0.6301029,0.20466341,0.38848263,0.18996078,0.29281253,0.46628103,0.22487213,0.33939618,0.34552532,0.20164153,0.3900814,0.77964175,0.5348142,0.52544314,0.30942434,0.39755422,0.72633743,0.6758034,0.32510728,0.31226704,0.86192,1.0,0.38934964,0.3736246,0.5327818,0.40663704,0.441884,0.8448364,0.22088577,0.44267341,0.7905451,0.16471647,0.23243949,0.36692047,0.19429915,0.75890934,0.23289762,0.38630122,0.15471803,0.3240622,0.57263833,0.6054789,0.3741205,0.38167223,0.15519394,0.30320483,0.50482166,0.48919967,0.81936073,0.3842273,0.23151565,0.31636056,0.5052135,0.3539538,0.8698511,0.51638854,0.7667514,0.11368175,0.7513201,0.25762954,0.13984591,0.5177447,0.28536555,0.26896754,0.45353216,0.82729167,0.43178564,0.26048818,0.19989878,0.68145424,0.3275728,0.18975116,0.26536646,0.6632651,0.77127784,0.72837704,0.6391267,0.90512216,0.6549891,0.14144899,0.3709455,0.75067174,0.41469517,0.16192889,0.31033498,0.21561599,0.26407734,0.4143923,0.28769445,0.17937414,0.44016004,0.625294,0.41011444,0.61879706,0.40044054,0.68669146,0.44083136,0.3989122,0.30051535,0.12932388,0.6462531,0.944709,0.7661008,0.44542322,0.27680802,0.6617287,0.28326595,0.6566204,0.61816883,0.42453158,0.6045777,0.3691573,0.5182935,0.3381398,0.34247988,0.29882905,0.2373767,0.49822766
Riki,0.690246,0.5015749,0.3740106,0.6506758,0.28829086,0.6302407,0.704877,0.6154738,0.3892707,0.5121998,0.5305755,0.623754,0.48434007,0.696689,0.37995267,0.5439379,0.51536006,0.59442544,0.75018144,0.4233489,0.50725216,0.5377819,0.5584464,0.5315642,0.35004497,0.3438929,0.5521061,0.52046734,0.5178886,0.38934964,1.0,0.35348064,0.45328945,0.571521,0.58644825,0.27016646,0.477893,0.56834143,0.48457125,0.6577821,0.61179084,0.52257425,0.61015356,0.25531766,0.48318788,0.5450957,0.43206024,0.6057122,0.4451942,0.59180063,0.5582209,0.4568996,0.5488324,0.35524833,0.6151991,0.46866632,0.25458017,0.63700694,0.5161725,0.62676436,0.6936731,0.55698806,0.38178828,0.54553056,0.14496106,0.53470165,0.11433496,0.5218583,0.6024348,0.63620865,0.45708826,0.6379072,0.586879,0.39643428,0.66888785,0.56710625,0.42452693,0.2021743,0.59449375,0.5516376,0.6248928,0.47850278,0.4859089,0.4833879,0.49085608,0.3947157,0.69259083,0.49150014,0.4298881,0.5567226,0.4320005,0.7295503,0.4978841,0.6172015,0.47935238,0.5832533,0.45949206,0.37032458,0.66570777,0.45113412,0.5055894,0.39975816,0.61270404,0.37399414,0.70847166,0.68104696,0.5205192,0.494928,0.14082523,0.36593917,0.5246365,0.6004849,0.7385977,0.3239277,0.5554267,0.21423908,0.4265763,0.64173,0.5688586,0.5667987,0.20490734,0.5496779,0.633929,0.64947623,0.2856677,0.66238123
Enigma,0.48409435,0.74385184,0.50297135,0.41082942,0.49653,0.4456574,0.5314908,0.37364137,0.6780345,0.42799976,0.40465608,0.32047388,0.5499263,0.53679615,0.61455667,0.7277188,0.530761,0.3538716,0.44116914,0.56471294,0.57635677,0.48656106,0.55469614,0.44450495,0.4525201,0.36778075,0.71165216,0.80359596,0.49686098,0.3736246,0.35348064,0.9999999,0.4446489,0.44457796,0.49467382,0.37036285,0.807071,0.5868056,0.74692047,0.347384,0.39243478,0.7700831,0.3210374,0.48661226,0.35303882,0.76037896,0.3605333,0.54650325,0.5916357,0.33566293,0.558229,0.55086493,0.37513173,0.9084374,0.51097727,0.59297115,0.6096491,0.5939291,0.71679497,0.69643396,0.5116148,0.3784589,0.45548365,0.6377644,0.5826047,0.2810711,0.28801578,0.85852593,0.38474107,0.4137514,0.45803246,0.45577672,0.5412186,0.5376438,0.5683858,0.7740153,0.7948875,0.49692407,0.49893257,0.28726748,0.4676263,0.2842733,0.49753898,0.6180811,0.5329611,0.55572593,0.44220302,0.2711751,0.58439016,0.52551866,0.8717974,0.31194687,0.52439195,0.43060797,0.78641224,0.73460555,0.7698462,0.6659241,0.2574169,0.3733653,0.6478443,0.5524317,0.64562017,0.5483868,0.5621796,0.4182256,0.85297143,0.46538255,0.5669109,0.4698753,0.67439353,0.48941183,0.44555053,0.400543,0.6375951,0.4507999,0.53148746,0.5007432,0.58365977,0.8338329,0.29588348,0.7883941,0.43014094,0.6251279,0.15220313,0.48496965
Tinker,0.4321016,0.38737297,0.5718701,0.29261464,0.4921234,0.49621603,0.63079226,0.4092092,0.572268,0.42567387,0.5623413,0.3928039,0.65133333,0.5216025,0.39029804,0.4681685,0.6389352,0.4242746,0.52625704,0.50850403,0.6458077,0.8425308,0.45610312,0.6222063,0.43867505,0.4791516,0.44065365,0.41237625,0.66398215,0.5327818,0.45328945,0.4446489,1.0,0.71045846,0.553753,0.6428198,0.30361396,0.75014246,0.5983625,0.27269784,0.2772013,0.5892848,0.44040838,0.5868213,0.5085004,0.5628193,0.35066184,0.36404502,0.7889999,0.3786798,0.8024554,0.50391096,0.37427768,0.3992607,0.575183,0.577686,0.502212,0.58611655,0.45785284,0.2521522,0.55317265,0.5745646,0.6790663,0.59357566,0.5398793,0.24193272,0.5969748,0.30696312,0.3876466,0.41112047,0.5046453,0.30374736,0.7535015,0.65630287,0.7028176,0.27503058,0.33806893,0.45711187,0.33148158,0.1763985,0.47679275,0.26931366,0.62536365,0.49730185,0.4701102,0.51625615,0.5045058,0.33776155,0.7648291,0.5494044,0.368745,0.44211712,0.36700678,0.43294632,0.32271847,0.48523572,0.40385506,0.2393416,0.39432538,0.45093882,0.4689662,0.5798015,0.36083624,0.40228543,0.67774945,0.49473524,0.35159433,0.322648,0.58507425,0.57586306,0.70222664,0.6470176,0.4910959,0.38658926,0.46741328,0.4224128,0.41841143,0.6221181,0.6144135,0.41900182,0.5651267,0.39954704,0.3729701,0.41321835,0.45561257,0.65582097
Sniper,0.67128354,0.41304836,0.48189503,0.5281242,0.3592808,0.68453914,0.6779615,0.5585093,0.6798763,0.6792002,0.9150545,0.5064532,0.7648731,0.6071055,0.7024034,0.5824723,0.73039246,0.5340337,0.6702617,0.48404,0.665394,0.72632027,0.49366596,0.91607916,0.49468234,0.45291507,0.56168205,0.36567357,0.5998352,0.40663704,0.571521,0.44457796,0.71045846,1.0,0.69518405,0.4480509,0.3735053,0.83389145,0.559742,0.40622494,0.46434,0.62091935,0.5795788,0.48318207,0.7848278,0.71100116,0.57471687,0.68816906,0.5809631,0.3468117,0.8025936,0.6138446,0.54501957,0.40007982,0.6973883,0.4463131,0.45951086,0.7653542,0.43374464,0.5226351,0.4618966,0.596923,0.5038715,0.54414386,0.39263746,0.48563367,0.35626096,0.4359611,0.5876182,0.24588546,0.6757925,0.60078645,0.81172115,0.45945075,0.83391196,0.49712667,0.31374463,0.4645647,0.6582462,0.39510804,0.7426589,0.23357423,0.44084597,0.325595,0.5438757,0.4388933,0.5931713,0.315981,0.6159179,0.53202564,0.46720222,0.52127135,0.5237036,0.61955875,0.3575619,0.5199949,0.49427024,0.41721523,0.3295669,0.46982905,0.4988792,0.40801412,0.39154416,0.44769144,0.77243465,0.55054945,0.39280945,0.48011073,0.52646863,0.39075562,0.6358096,0.8741416,0.7420509,0.4563398,0.5425204,0.4773143,0.557366,0.73276776,0.57985187,0.49163565,0.43208995,0.44190666,0.4484692,0.41457382,0.45480645,0.8021362
Necrophos,0.66762334,0.6775767,0.5138962,0.63806957,0.45519656,0.6138248,0.7701313,0.58124304,0.48141995,0.6574241,0.76288706,0.579542,0.78769284,0.5824493,0.7698261,0.7514743,0.80052257,0.48125222,0.5678718,0.56483567,0.62553865,0.67489177,0.8402575,0.804443,0.4591622,0.41138723,0.7890411,0.636948,0.5868806,0.441884,0.58644825,0.49467382,0.553753,0.69518405,1.0000002,0.42144257,0.6206225,0.8732713,0.63282686,0.52424455,0.7770007,0.71650875,0.60198146,0.5454313,0.77552176,0.7919062,0.5977979,0.77373797,0.72141397,0.39094642,0.7162365,0.55524755,0.6009999,0.573763,0.64975023,0.49713242,0.41183496,0.92996514,0.59585536,0.71756035,0.50113225,0.5142067,0.44442093,0.40482965,0.39119127,0.6361037,0.3941226,0.6139194,0.58012265,0.59356356,0.49952668,0.5661787,0.8126807,0.41892895,0.8946607,0.7242305,0.5822246,0.41715753,0.87681234,0.72188765,0.75624275,0.42944002,0.52831215,0.46674868,0.5626966,0.4226273,0.5858394,0.15229021,0.5155422,0.5238902,0.65358794,0.46400306,0.539093,0.60747015,0.6361657,0.74258137,0.7624699,0.65678096,0.36357257,0.55140316,0.45293146,0.38177392,0.7276618,0.4720036,0.80708724,0.6706852,0.6133492,0.5178208,0.5178925,0.470695,0.61218095,0.8049786,0.64422745,0.49095577,0.8259895,0.5441728,0.4872782,0.8432832,0.49079078,0.68387586,0.29191506,0.6103628,0.37195137,0.76533705,0.34355146,0.7072699
Warlock,0.2563765,0.38343492,0.8778933,0.1403231,0.79323345,0.29369444,0.48993894,0.23716648,0.5486107,0.24005714,0.3588371,0.20963068,0.3104611,0.40251574,0.3136776,0.42192656,0.2973024,0.30722907,0.4102368,0.824627,0.5182167,0.512977,0.3995018,0.36626056,0.71966165,0.7612864,0.4387973,0.37116295,0.8180371,0.8448364,0.27016646,0.37036285,0.6428198,0.4480509,0.42144257,1.0000001,0.19606705,0.43096,0.6844142,0.22868563,0.34805566,0.35780632,0.33115664,0.67856187,0.30503908,0.3677792,0.19503945,0.35444903,0.66098315,0.5527558,0.38933393,0.5328097,0.23863707,0.3662248,0.4667397,0.44836363,0.70426565,0.38178068,0.3872979,0.17910928,0.40484515,0.48286954,0.96185356,0.38153088,0.7965026,0.1971818,0.9338037,0.20261815,0.20413364,0.39492118,0.39446715,0.20463343,0.44904074,0.82731587,0.44824794,0.23053886,0.29167664,0.6895847,0.30121443,0.26575127,0.26416233,0.6080415,0.7633013,0.6567238,0.5481392,0.80085933,0.54433656,0.15799177,0.40231514,0.799155,0.33979338,0.15241745,0.30606493,0.2859484,0.29875445,0.43737677,0.23835239,0.32408607,0.42881617,0.5321005,0.5132695,0.70801723,0.25903845,0.5390386,0.38391116,0.36331686,0.26917875,0.21795468,0.76175827,0.8969921,0.73342764,0.45780215,0.22759598,0.68259656,0.2563085,0.74460286,0.6098333,0.30977002,0.4855609,0.39214563,0.73540014,0.3934339,0.34567097,0.26175624,0.31064516,0.5365805
Beastmaster,0.5102952,0.9170344,0.30670336,0.5427203,0.32265535,0.42326355,0.61889523,0.41867828,0.31279492,0.46548164,0.4538822,0.40434512,0.6247758,0.46115434,0.60411894,0.86895025,0.64217544,0.3205647,0.44899586,0.3648748,0.41750702,0.29478398,0.75138116,0.41049433,0.2408798,0.22722064,0.83573383,0.9274917,0.30621576,0.22088577,0.477893,0.807071,0.30361396,0.3735053,0.6206225,0.19606705,0.99999976,0.63971156,0.5955177,0.43393782,0.6180508,0.6395911,0.3793511,0.27861452,0.46408477,0.7051223,0.36811033,0.7103785,0.42365673,0.37609366,0.45530748,0.31865907,0.41197976,0.85886896,0.34729,0.5451938,0.36158597,0.7104759,0.8300954,0.81847036,0.57955426,0.18787812,0.29575855,0.41923317,0.34246776,0.42493206,0.14318147,0.92861813,0.44239047,0.58358717,0.25300816,0.53587943,0.5310426,0.30753615,0.60364044,0.9330768,0.8707847,0.26358867,0.6458193,0.5120058,0.58188164,0.2561567,0.41803467,0.52050173,0.31419894,0.3391095,0.4453288,0.19805181,0.3727255,0.3600492,0.7799055,0.2900409,0.51716185,0.4219112,0.8927624,0.8540935,0.87812793,0.8348664,0.3368645,0.20144373,0.51604223,0.4739903,0.8546912,0.33071142,0.65624917,0.498016,0.9772438,0.46050844,0.28032833,0.32798225,0.417972,0.49623835,0.48043522,0.21601145,0.7874858,0.23113713,0.2618172,0.6535323,0.30521363,0.9440898,0.10940526,0.8479838,0.39217848,0.7834769,0.020344717,0.5426176
Queen of Pain,0.6496057,0.6151254,0.51810205,0.58675313,0.45806688,0.6432439,0.78519976,0.57021195,0.62514275,0.68094003,0.83472735,0.537385,0.9326324,0.53892064,0.7149828,0.75630784,0.94475895,0.46613503,0.65088105,0.5039332,0.639569,0.741756,0.7412491,0.8524374,0.48480076,0.45715564,0.6922573,0.5929069,0.5887003,0.44267341,0.56834143,0.5868056,0.75014246,0.83389145,0.8732713,0.43096,0.63971156,1.0000001,0.66413015,0.42390925,0.5657053,0.7360722,0.5553502,0.5815806,0.7923462,0.80389106,0.5482987,0.7092897,0.7154903,0.40875095,0.8612889,0.53147286,0.55606484,0.6147595,0.6660814,0.51616496,0.5219493,0.92820793,0.54569536,0.6480802,0.60433483,0.46170074,0.51001906,0.6103453,0.47321576,0.51971567,0.37193483,0.59336245,0.57382774,0.46352243,0.5300525,0.57050145,0.90840316,0.5321935,0.93937165,0.6581864,0.51421916,0.51547754,0.7073435,0.4318471,0.7742449,0.31514755,0.5156284,0.5166812,0.6088338,0.49521244,0.5902094,0.2290328,0.70068896,0.52253366,0.6312289,0.46758276,0.5789633,0.58244073,0.53599644,0.6858433,0.73814887,0.57054895,0.39782354,0.5608991,0.45933506,0.4756164,0.61019456,0.5528677,0.93569934,0.66282904,0.6242343,0.5220215,0.5409711,0.4950123,0.65215725,0.8650533,0.73785675,0.47567755,0.8400724,0.50084007,0.5146346,0.93294466,0.5719197,0.66135776,0.41331336,0.5684171,0.3944864,0.66404194,0.35578227,0.75890106
Venomancer,0.572007,0.7103207,0.7697125,0.52513295,0.78410447,0.5190913,0.6547283,0.5479623,0.7779724,0.46505967,0.5641241,0.43364254,0.4931793,0.7223222,0.5976341,0.63851124,0.5699473,0.47221088,0.5173534,0.8226555,0.7188654,0.6133222,0.48513547,0.51049423,0.7510334,0.6710897,0.6621891,0.6416491,0.8778403,0.7905451,0.48457125,0.74692047,0.5983625,0.559742,0.63282686,0.6844142,0.5955177,0.66413015,1.0,0.37179852,0.4624359,0.6551955,0.45829386,0.7929044,0.45136967,0.7227256,0.42746392,0.56919676,0.63574,0.6061524,0.6016924,0.5170212,0.4368098,0.7089684,0.67304397,0.6918435,0.80310255,0.64873016,0.60186833,0.60396516,0.7338442,0.49563402,0.7608138,0.63395417,0.7520896,0.33430645,0.6110026,0.6419498,0.43864402,0.6587574,0.56780255,0.54487175,0.610034,0.7811636,0.64902365,0.6297672,0.53502613,0.70335615,0.5481975,0.39209044,0.54752916,0.45924923,0.80863243,0.80261457,0.7366635,0.8173469,0.76728374,0.24211389,0.56430155,0.7006078,0.74427783,0.41190532,0.5881458,0.50475746,0.56631863,0.7131147,0.65310997,0.53045046,0.37424862,0.72660816,0.7066371,0.72734934,0.6862678,0.82207674,0.6154997,0.52314746,0.67935175,0.4429428,0.75520456,0.83591133,0.90511256,0.6302942,0.5229832,0.679027,0.53557885,0.7032119,0.6923485,0.61520505,0.69282156,0.7077226,0.54551154,0.6623894,0.56494087,0.50793844,0.3203042,0.689935
Faceless Void,0.8921914,0.46183613,0.37502226,0.8661553,0.24960797,0.8165729,0.41745698,0.8625471,0.18375757,0.81042963,0.42622864,0.93416035,0.43805125,0.48600525,0.5485612,0.45340216,0.40757406,0.88729686,0.4315561,0.39644352,0.42204145,0.34545985,0.5705624,0.40509996,0.27819186,0.2604318,0.5318793,0.48966402,0.28749338,0.16471647,0.6577821,0.347384,0.27269784,0.40622494,0.52424455,0.22868563,0.43393782,0.42390925,0.37179852,0.99999994,0.80281514,0.30472308,0.87022215,0.20959772,0.61712575,0.4609275,0.8116015,0.53686666,0.3452882,0.43705663,0.3278896,0.3880916,0.8935916,0.42222086,0.59594655,0.48855618,0.18426187,0.6038865,0.5064101,0.5423435,0.428431,0.72778773,0.21441402,0.32979652,0.26102224,0.8814454,0.12034411,0.5185096,0.87139165,0.39037493,0.5878904,0.82768685,0.42550942,0.2010852,0.52590805,0.5780892,0.51018405,0.2913993,0.7006367,0.7844247,0.7088181,0.36935472,0.4188881,0.28761908,0.25704402,0.21125485,0.4176599,0.79124385,0.2806968,0.5482756,0.4852739,0.8517812,0.77409136,0.9136496,0.505194,0.49906322,0.46149907,0.5878518,0.42887267,0.23825933,0.5207961,0.36184,0.43918094,0.27258086,0.49771884,0.41999218,0.5233783,0.839643,0.19074288,0.27637622,0.39602664,0.589473,0.63347656,0.31436235,0.51305014,0.2503772,0.3211379,0.5249665,0.21719384,0.5127871,0.22063972,0.4683371,0.5195793,0.5027652,0.4362763,0.6564353
Wraith King,0.76251024,0.7231973,0.40659013,0.75584006,0.28244922,0.6769245,0.6051733,0.7160404,0.18051858,0.6872635,0.53854823,0.7565759,0.48399356,0.5519607,0.6441564,0.67876136,0.48121884,0.67855674,0.4534139,0.47899112,0.46284464,0.36838543,0.75397986,0.51433474,0.3381359,0.39013347,0.7577195,0.68731487,0.38390496,0.23243949,0.61179084,0.39243478,0.2772013,0.46434,0.7770007,0.34805566,0.6180508,0.5657053,0.4624359,0.80281514,0.99999994,0.42741144,0.7841934,0.25327462,0.6825712,0.5471993,0.66456515,0.70354885,0.47388065,0.40054327,0.34656554,0.4837029,0.7526739,0.5667884,0.54977846,0.4176437,0.13517317,0.7500569,0.70678467,0.6228425,0.4213998,0.6010039,0.32606867,0.10422434,0.18936913,0.8248213,0.2987812,0.6162473,0.7190356,0.54472715,0.47702366,0.67099005,0.4931522,0.25808907,0.63602126,0.7555731,0.6337489,0.23002985,0.832991,0.9273953,0.6878053,0.37958136,0.48014322,0.3392215,0.33166343,0.2356587,0.49299607,0.39380208,0.22547886,0.52813,0.5572458,0.5976402,0.6353001,0.7314698,0.6738954,0.705285,0.58910096,0.78792346,0.3689001,0.34264773,0.55143774,0.32648647,0.69077194,0.2505137,0.5392085,0.5140581,0.6345377,0.70029306,0.28599048,0.33695218,0.40060866,0.6096435,0.5893206,0.40015957,0.61945313,0.4078103,0.30569333,0.57272357,0.16421182,0.6750791,0.2784748,0.6648731,0.42484874,0.6184909,0.3511963,0.70486593
Death Prophet,0.51437896,0.5798061,0.41496873,0.4814439,0.383976,0.5163515,0.58103895,0.36807567,0.68955946,0.44672546,0.56122917,0.3370487,0.648301,0.52916116,0.73503834,0.68449223,0.6320979,0.28444225,0.47449958,0.47110954,0.66660887,0.68242216,0.6010056,0.64041185,0.36180854,0.28464636,0.71808577,0.637396,0.5457412,0.36692047,0.52257425,0.7700831,0.5892848,0.62091935,0.71650875,0.35780632,0.6395911,0.7360722,0.6551955,0.30472308,0.42741144,1.0000001,0.35856745,0.45950967,0.47435287,0.89526045,0.3486063,0.63117623,0.67820776,0.2516176,0.79367495,0.6007943,0.3626949,0.7406569,0.50948817,0.49360493,0.4796295,0.7250244,0.6116081,0.76377267,0.4543536,0.39126995,0.43620765,0.67498493,0.42008436,0.32059896,0.25901064,0.6502011,0.4160013,0.38402602,0.41855565,0.33450192,0.66829926,0.5272094,0.7967722,0.70816046,0.60848236,0.33954155,0.6245008,0.37971058,0.5623988,0.2960068,0.40134463,0.5297533,0.5794377,0.46736985,0.42365834,0.110653915,0.63794637,0.4420714,0.7744629,0.37445357,0.40880984,0.44894347,0.5982966,0.66984284,0.762816,0.4740426,0.26607758,0.4999743,0.4733109,0.40426236,0.6266966,0.46091333,0.7117761,0.4618931,0.6542423,0.3812431,0.5380884,0.38379183,0.6775903,0.6216374,0.44858617,0.36350527,0.7346439,0.40907347,0.55391103,0.61633736,0.79091334,0.705593,0.28661022,0.65931076,0.40238768,0.71089655,0.15351835,0.4585984
Phantom Assassin,0.8974366,0.43768376,0.4098061,0.84073305,0.25425214,0.9053535,0.52433246,0.9260973,0.3432566,0.8787721,0.6244755,0.9223979,0.5085576,0.48517594,0.6263462,0.49874932,0.47844473,0.92168707,0.50575906,0.4158737,0.43366617,0.3921299,0.5219954,0.53461987,0.3523108,0.3756626,0.5420419,0.43311104,0.40969595,0.19429915,0.61015356,0.3210374,0.44040838,0.5795788,0.60198146,0.33115664,0.3793511,0.5553502,0.45829386,0.87022215,0.7841934,0.35856745,1.0000002,0.34149992,0.7578612,0.5105942,0.88021183,0.55758387,0.44581693,0.39207798,0.4304222,0.509992,0.93924636,0.40579495,0.6922585,0.3851309,0.23912439,0.6621112,0.49701634,0.43773907,0.4745515,0.7839678,0.34471062,0.2578826,0.28072876,0.90602475,0.29894406,0.40449306,0.9313253,0.398193,0.7583144,0.7841081,0.5301443,0.32103673,0.6091939,0.5008744,0.3781994,0.36035353,0.67106915,0.7013582,0.69481295,0.27720913,0.436323,0.30026796,0.38301265,0.25115088,0.49805313,0.6175279,0.3987722,0.5747982,0.42867523,0.82474476,0.784027,0.9483012,0.38077846,0.48965347,0.41704896,0.5688158,0.3097804,0.43799126,0.5431001,0.3753399,0.4078335,0.3414987,0.5259601,0.4719614,0.4394944,0.8802042,0.39908206,0.32587367,0.45228487,0.6579468,0.6999767,0.42196524,0.44705704,0.4028204,0.3965803,0.54727525,0.27801383,0.44989526,0.38507548,0.46171403,0.4306205,0.40556824,0.53711337,0.7793145
Pugna,0.3554514,0.42010915,0.6742741,0.30559555,0.6287063,0.3407439,0.5187133,0.34215704,0.71704555,0.3707039,0.49373847,0.28268617,0.483652,0.42529258,0.45453593,0.35529193,0.46908382,0.2765366,0.36859095,0.73070425,0.5728684,0.60096276,0.38153315,0.51837134,0.7034385,0.55377597,0.42154604,0.3842608,0.7725611,0.75890934,0.25531766,0.48661226,0.5868213,0.48318207,0.5454313,0.67856187,0.27861452,0.5815806,0.7929044,0.20959772,0.25327462,0.45950967,0.34149992,1.0,0.43530282,0.60473853,0.3076092,0.32046077,0.65538895,0.47391436,0.52250624,0.36316344,0.2753704,0.48948726,0.6639964,0.5238465,0.8286676,0.5259705,0.32933736,0.2983207,0.6200718,0.45196912,0.6758158,0.5704803,0.77058023,0.2667377,0.6668101,0.32526731,0.20933561,0.5637256,0.42260608,0.35738114,0.64158565,0.678089,0.57555705,0.3159737,0.35602733,0.7714056,0.44557095,0.15105964,0.4426525,0.4098408,0.6511775,0.60258514,0.6550628,0.65853786,0.65519714,0.05299326,0.7320196,0.7190128,0.5778321,0.22987525,0.330825,0.3483768,0.29452044,0.49371725,0.4212681,0.26771858,0.26360732,0.7674037,0.3551403,0.6320892,0.37914896,0.78625387,0.48221403,0.53148407,0.3614852,0.18165435,0.8360816,0.8173355,0.81396365,0.63128656,0.3583653,0.6985759,0.37660304,0.8163431,0.66401976,0.54778594,0.61863405,0.3968448,0.47473514,0.4100866,0.22818777,0.38421828,0.37755522,0.5344822
